Daylight temperature [K],Night temperature [K],Heater power [W],Radiator Surface Area [m²],Emmissivity [-],Absorptivity [-]
305.71,279.65,5,5.0,0.16,0.14
305.71,279.65,10,5.0,0.16,0.14
305.71,279.65,15,5.0,0.16,0.14
305.71,279.65,20,5.0,0.16,0.14
305.71,279.65,25,5.0,0.16,0.14
305.71,279.65,30,5.0,0.16,0.14
305.71,279.65,35,5.0,0.16,0.14
304.72,279.65,0,5.2,0.16,0.14
304.72,279.65,5,5.2,0.16,0.14
304.72,279.65,10,5.2,0.16,0.14
304.72,279.65,15,5.2,0.16,0.14
304.72,279.65,20,5.2,0.16,0.14
304.72,279.65,25,5.2,0.16,0.14
304.72,279.65,30,5.2,0.16,0.14
304.72,279.65,35,5.2,0.16,0.14
303.78,279.65,0,5.4,0.16,0.14
303.78,279.65,5,5.4,0.16,0.14
303.78,279.65,10,5.4,0.16,0.14
303.78,279.65,15,5.4,0.16,0.14
303.78,279.65,20,5.4,0.16,0.14
303.78,279.65,25,5.4,0.16,0.14
303.78,279.65,30,5.4,0.16,0.14
303.78,279.65,35,5.4,0.16,0.14
302.87,279.65,0,5.6,0.16,0.14
302.87,279.65,5,5.6,0.16,0.14
302.87,279.65,10,5.6,0.16,0.14
302.87,279.65,15,5.6,0.16,0.14
302.87,279.65,20,5.6,0.16,0.14
302.87,279.65,25,5.6,0.16,0.14
302.87,279.65,30,5.6,0.16,0.14
302.87,279.65,35,5.6,0.16,0.14
302.01,279.65,0,5.8,0.16,0.14
302.01,279.65,5,5.8,0.16,0.14
302.01,279.65,10,5.8,0.16,0.14
302.01,279.65,15,5.8,0.16,0.14
302.01,279.65,20,5.8,0.16,0.14
302.01,279.65,25,5.8,0.16,0.14
302.01,279.65,30,5.8,0.16,0.14
302.01,279.65,35,5.8,0.16,0.14
301.18,279.65,0,6.0,0.16,0.14
301.18,279.65,5,6.0,0.16,0.14
301.18,279.65,10,6.0,0.16,0.14
301.18,279.65,15,6.0,0.16,0.14
301.18,279.65,20,6.0,0.16,0.14
301.18,279.65,25,6.0,0.16,0.14
301.18,279.65,30,6.0,0.16,0.14
301.18,279.65,35,6.0,0.16,0.14
300.38,279.65,0,6.2,0.16,0.14
300.38,279.65,5,6.2,0.16,0.14
300.38,279.65,10,6.2,0.16,0.14
300.38,279.65,15,6.2,0.16,0.14
300.38,279.65,20,6.2,0.16,0.14
300.38,279.65,25,6.2,0.16,0.14
300.38,279.65,30,6.2,0.16,0.14
300.38,279.65,35,6.2,0.16,0.14
299.62,279.65,0,6.4,0.16,0.14
299.62,279.65,5,6.4,0.16,0.14
299.62,279.65,10,6.4,0.16,0.14
299.62,279.65,15,6.4,0.16,0.14
299.62,279.65,20,6.4,0.16,0.14
299.62,279.65,25,6.4,0.16,0.14
299.62,279.65,30,6.4,0.16,0.14
299.62,279.65,35,6.4,0.16,0.14
298.89,279.65,0,6.6,0.16,0.14
298.89,279.65,5,6.6,0.16,0.14
298.89,279.65,10,6.6,0.16,0.14
298.89,279.65,15,6.6,0.16,0.14
298.89,279.65,20,6.6,0.16,0.14
298.89,279.65,25,6.6,0.16,0.14
298.89,279.65,30,6.6,0.16,0.14
298.89,279.65,35,6.6,0.16,0.14
298.19,279.65,0,6.8,0.16,0.14
298.19,279.65,5,6.8,0.16,0.14
298.19,279.65,10,6.8,0.16,0.14
298.19,279.65,15,6.8,0.16,0.14
298.19,279.65,20,6.8,0.16,0.14
298.19,279.65,25,6.8,0.16,0.14
298.19,279.65,30,6.8,0.16,0.14
298.19,279.65,35,6.8,0.16,0.14
297.51,279.65,0,7.0,0.16,0.14
297.51,279.65,5,7.0,0.16,0.14
297.51,279.65,10,7.0,0.16,0.14
297.51,279.65,15,7.0,0.16,0.14
297.51,279.65,20,7.0,0.16,0.14
297.51,279.65,25,7.0,0.16,0.14
297.51,279.65,30,7.0,0.16,0.14
297.51,279.65,35,7.0,0.16,0.14
296.86,279.65,0,7.2,0.16,0.14
296.86,279.65,5,7.2,0.16,0.14
296.86,279.65,10,7.2,0.16,0.14
296.86,279.65,15,7.2,0.16,0.14
296.86,279.65,20,7.2,0.16,0.14
296.86,279.65,25,7.2,0.16,0.14
296.86,279.65,30,7.2,0.16,0.14
296.86,279.65,35,7.2,0.16,0.14
296.23,279.65,0,7.4,0.16,0.14
296.23,279.65,5,7.4,0.16,0.14
296.23,279.65,10,7.4,0.16,0.14
296.23,279.65,15,7.4,0.16,0.14
296.23,279.65,20,7.4,0.16,0.14
296.23,279.65,25,7.4,0.16,0.14
296.23,279.65,30,7.4,0.16,0.14
296.23,279.65,35,7.4,0.16,0.14
295.62,279.65,0,7.6,0.16,0.14
295.62,279.65,5,7.6,0.16,0.14
295.62,279.65,10,7.6,0.16,0.14
295.62,279.65,15,7.6,0.16,0.14
295.62,279.65,20,7.6,0.16,0.14
295.62,279.65,25,7.6,0.16,0.14
295.62,279.65,30,7.6,0.16,0.14
295.62,279.65,35,7.6,0.16,0.14
295.04,279.65,0,7.8,0.16,0.14
295.04,279.65,5,7.8,0.16,0.14
295.04,279.65,10,7.8,0.16,0.14
295.04,279.65,15,7.8,0.16,0.14
295.04,279.65,20,7.8,0.16,0.14
295.04,279.65,25,7.8,0.16,0.14
295.04,279.65,30,7.8,0.16,0.14
295.04,279.65,35,7.8,0.16,0.14
294.48,279.65,0,8.0,0.16,0.14
294.48,279.65,5,8.0,0.16,0.14
294.48,279.65,10,8.0,0.16,0.14
294.48,279.65,15,8.0,0.16,0.14
294.48,279.65,20,8.0,0.16,0.14
294.48,279.65,25,8.0,0.16,0.14
294.48,279.65,30,8.0,0.16,0.14
294.48,279.65,35,8.0,0.16,0.14
293.93,279.65,0,8.2,0.16,0.14
293.93,279.65,5,8.2,0.16,0.14
293.93,279.65,10,8.2,0.16,0.14
293.93,279.65,15,8.2,0.16,0.14
293.93,279.65,20,8.2,0.16,0.14
293.93,279.65,25,8.2,0.16,0.14
293.93,279.65,30,8.2,0.16,0.14
293.93,279.65,35,8.2,0.16,0.14
293.4,279.65,0,8.4,0.16,0.14
293.4,279.65,5,8.4,0.16,0.14
293.4,279.65,10,8.4,0.16,0.14
293.4,279.65,15,8.4,0.16,0.14
293.4,279.65,20,8.4,0.16,0.14
293.4,279.65,25,8.4,0.16,0.14
293.4,279.65,30,8.4,0.16,0.14
293.4,279.65,35,8.4,0.16,0.14
292.89,279.65,0,8.6,0.16,0.14
292.89,279.65,5,8.6,0.16,0.14
292.89,279.65,10,8.6,0.16,0.14
292.89,279.65,15,8.6,0.16,0.14
292.89,279.65,20,8.6,0.16,0.14
292.89,279.65,25,8.6,0.16,0.14
292.89,279.65,30,8.6,0.16,0.14
292.89,279.65,35,8.6,0.16,0.14
292.4,279.65,0,8.8,0.16,0.14
292.4,279.65,5,8.8,0.16,0.14
292.4,279.65,10,8.8,0.16,0.14
292.4,279.65,15,8.8,0.16,0.14
292.4,279.65,20,8.8,0.16,0.14
292.4,279.65,25,8.8,0.16,0.14
292.4,279.65,30,8.8,0.16,0.14
292.4,279.65,35,8.8,0.16,0.14
291.92,279.65,0,9.0,0.16,0.14
291.92,279.65,5,9.0,0.16,0.14
291.92,279.65,10,9.0,0.16,0.14
291.92,279.65,15,9.0,0.16,0.14
291.92,279.65,20,9.0,0.16,0.14
291.92,279.65,25,9.0,0.16,0.14
291.92,279.65,30,9.0,0.16,0.14
291.92,279.65,35,9.0,0.16,0.14
291.46,279.65,0,9.2,0.16,0.14
291.46,279.65,5,9.2,0.16,0.14
291.46,279.65,10,9.2,0.16,0.14
291.46,279.65,15,9.2,0.16,0.14
291.46,279.65,20,9.2,0.16,0.14
291.46,279.65,25,9.2,0.16,0.14
291.46,279.65,30,9.2,0.16,0.14
291.46,279.65,35,9.2,0.16,0.14
291.01,279.65,0,9.4,0.16,0.14
291.01,279.65,5,9.4,0.16,0.14
291.01,279.65,10,9.4,0.16,0.14
291.01,279.65,15,9.4,0.16,0.14
291.01,279.65,20,9.4,0.16,0.14
291.01,279.65,25,9.4,0.16,0.14
291.01,279.65,30,9.4,0.16,0.14
291.01,279.65,35,9.4,0.16,0.14
290.58,279.65,0,9.6,0.16,0.14
290.58,279.65,5,9.6,0.16,0.14
290.58,279.65,10,9.6,0.16,0.14
290.58,279.65,15,9.6,0.16,0.14
290.58,279.65,20,9.6,0.16,0.14
290.58,279.65,25,9.6,0.16,0.14
290.58,279.65,30,9.6,0.16,0.14
290.58,279.65,35,9.6,0.16,0.14
290.16,279.65,0,9.8,0.16,0.14
290.16,279.65,5,9.8,0.16,0.14
290.16,279.65,10,9.8,0.16,0.14
290.16,279.65,15,9.8,0.16,0.14
290.16,279.65,20,9.8,0.16,0.14
290.16,279.65,25,9.8,0.16,0.14
290.16,279.65,30,9.8,0.16,0.14
290.16,279.65,35,9.8,0.16,0.14
310.72,277.67,0,4.0,0.165,0.14
310.72,277.67,5,4.0,0.165,0.14
310.72,277.67,10,4.0,0.165,0.14
310.72,277.67,15,4.0,0.165,0.14
310.72,277.67,20,4.0,0.165,0.14
310.72,277.67,25,4.0,0.165,0.14
310.72,277.67,30,4.0,0.165,0.14
310.72,277.67,35,4.0,0.165,0.14
309.47,277.67,0,4.2,0.165,0.14
309.47,277.67,5,4.2,0.165,0.14
309.47,277.67,10,4.2,0.165,0.14
309.47,277.67,15,4.2,0.165,0.14
309.47,277.67,20,4.2,0.165,0.14
309.47,277.67,25,4.2,0.165,0.14
309.47,277.67,30,4.2,0.165,0.14
309.47,277.67,35,4.2,0.165,0.14
308.29,277.67,0,4.4,0.165,0.14
308.29,277.67,5,4.4,0.165,0.14
308.29,277.67,10,4.4,0.165,0.14
308.29,277.67,15,4.4,0.165,0.14
308.29,277.67,20,4.4,0.165,0.14
308.29,277.67,25,4.4,0.165,0.14
308.29,277.67,30,4.4,0.165,0.14
308.29,277.67,35,4.4,0.165,0.14
307.17,277.67,0,4.6,0.165,0.14
307.17,277.67,5,4.6,0.165,0.14
307.17,277.67,10,4.6,0.165,0.14
307.17,277.67,15,4.6,0.165,0.14
307.17,277.67,20,4.6,0.165,0.14
307.17,277.67,25,4.6,0.165,0.14
307.17,277.67,30,4.6,0.165,0.14
307.17,277.67,35,4.6,0.165,0.14
306.1,277.67,0,4.8,0.165,0.14
306.1,277.67,5,4.8,0.165,0.14
306.1,277.67,10,4.8,0.165,0.14
306.1,277.67,15,4.8,0.165,0.14
306.1,277.67,20,4.8,0.165,0.14
306.1,277.67,25,4.8,0.165,0.14
306.1,277.67,30,4.8,0.165,0.14
306.1,277.67,35,4.8,0.165,0.14
305.08,277.67,0,5.0,0.165,0.14
305.08,277.67,5,5.0,0.165,0.14
305.08,277.67,10,5.0,0.165,0.14
305.08,277.67,15,5.0,0.165,0.14
305.08,277.67,20,5.0,0.165,0.14
305.08,277.67,25,5.0,0.165,0.14
305.08,277.67,30,5.0,0.165,0.14
305.08,277.67,35,5.0,0.165,0.14
304.11,277.67,0,5.2,0.165,0.14
304.11,277.67,5,5.2,0.165,0.14
304.11,277.67,10,5.2,0.165,0.14
304.11,277.67,15,5.2,0.165,0.14
304.11,277.67,20,5.2,0.165,0.14
304.11,277.67,25,5.2,0.165,0.14
304.11,277.67,30,5.2,0.165,0.14
304.11,277.67,35,5.2,0.165,0.14
303.18,277.67,0,5.4,0.165,0.14
303.18,277.67,5,5.4,0.165,0.14
303.18,277.67,10,5.4,0.165,0.14
303.18,277.67,15,5.4,0.165,0.14
303.18,277.67,20,5.4,0.165,0.14
303.18,277.67,25,5.4,0.165,0.14
303.18,277.67,30,5.4,0.165,0.14
303.18,277.67,35,5.4,0.165,0.14
302.3,277.67,0,5.6,0.165,0.14
302.3,277.67,5,5.6,0.165,0.14
302.3,277.67,10,5.6,0.165,0.14
302.3,277.67,15,5.6,0.165,0.14
302.3,277.67,20,5.6,0.165,0.14
302.3,277.67,25,5.6,0.165,0.14
302.3,277.67,30,5.6,0.165,0.14
302.3,277.67,35,5.6,0.165,0.14
301.45,277.67,0,5.8,0.165,0.14
301.45,277.67,5,5.8,0.165,0.14
301.45,277.67,10,5.8,0.165,0.14
301.45,277.67,15,5.8,0.165,0.14
301.45,277.67,20,5.8,0.165,0.14
301.45,277.67,25,5.8,0.165,0.14
301.45,277.67,30,5.8,0.165,0.14
301.45,277.67,35,5.8,0.165,0.14
300.64,277.67,0,6.0,0.165,0.14
300.64,277.67,5,6.0,0.165,0.14
300.64,277.67,10,6.0,0.165,0.14
300.64,277.67,15,6.0,0.165,0.14
300.64,277.67,20,6.0,0.165,0.14
300.64,277.67,25,6.0,0.165,0.14
300.64,277.67,30,6.0,0.165,0.14
300.64,277.67,35,6.0,0.165,0.14
299.86,277.67,0,6.2,0.165,0.14
299.86,277.67,5,6.2,0.165,0.14
299.86,277.67,10,6.2,0.165,0.14
299.86,277.67,15,6.2,0.165,0.14
299.86,277.67,20,6.2,0.165,0.14
299.86,277.67,25,6.2,0.165,0.14
299.86,277.67,30,6.2,0.165,0.14
299.86,277.67,35,6.2,0.165,0.14
299.11,277.67,0,6.4,0.165,0.14
299.11,277.67,5,6.4,0.165,0.14
299.11,277.67,10,6.4,0.165,0.14
299.11,277.67,15,6.4,0.165,0.14
299.11,277.67,20,6.4,0.165,0.14
299.11,277.67,25,6.4,0.165,0.14
299.11,277.67,30,6.4,0.165,0.14
299.11,277.67,35,6.4,0.165,0.14
298.39,277.67,0,6.6,0.165,0.14
298.39,277.67,5,6.6,0.165,0.14
298.39,277.67,10,6.6,0.165,0.14
298.39,277.67,15,6.6,0.165,0.14
298.39,277.67,20,6.6,0.165,0.14
298.39,277.67,25,6.6,0.165,0.14
298.39,277.67,30,6.6,0.165,0.14
298.39,277.67,35,6.6,0.165,0.14
297.7,277.67,0,6.8,0.165,0.14
297.7,277.67,5,6.8,0.165,0.14
297.7,277.67,10,6.8,0.165,0.14
297.7,277.67,15,6.8,0.165,0.14
297.7,277.67,20,6.8,0.165,0.14
297.7,277.67,25,6.8,0.165,0.14
297.7,277.67,30,6.8,0.165,0.14
297.7,277.67,35,6.8,0.165,0.14
297.03,277.67,0,7.0,0.165,0.14
297.03,277.67,5,7.0,0.165,0.14
297.03,277.67,10,7.0,0.165,0.14
297.03,277.67,15,7.0,0.165,0.14
297.03,277.67,20,7.0,0.165,0.14
297.03,277.67,25,7.0,0.165,0.14
297.03,277.67,30,7.0,0.165,0.14
297.03,277.67,35,7.0,0.165,0.14
296.39,277.67,0,7.2,0.165,0.14
296.39,277.67,5,7.2,0.165,0.14
296.39,277.67,10,7.2,0.165,0.14
296.39,277.67,15,7.2,0.165,0.14
296.39,277.67,20,7.2,0.165,0.14
296.39,277.67,25,7.2,0.165,0.14
296.39,277.67,30,7.2,0.165,0.14
296.39,277.67,35,7.2,0.165,0.14
295.78,277.67,0,7.4,0.165,0.14
295.78,277.67,5,7.4,0.165,0.14
295.78,277.67,10,7.4,0.165,0.14
295.78,277.67,15,7.4,0.165,0.14
295.78,277.67,20,7.4,0.165,0.14
295.78,277.67,25,7.4,0.165,0.14
295.78,277.67,30,7.4,0.165,0.14
295.78,277.67,35,7.4,0.165,0.14
295.18,277.67,0,7.6,0.165,0.14
295.18,277.67,5,7.6,0.165,0.14
295.18,277.67,10,7.6,0.165,0.14
295.18,277.67,15,7.6,0.165,0.14
295.18,277.67,20,7.6,0.165,0.14
295.18,277.67,25,7.6,0.165,0.14
295.18,277.67,30,7.6,0.165,0.14
295.18,277.67,35,7.6,0.165,0.14
294.61,277.67,0,7.8,0.165,0.14
294.61,277.67,5,7.8,0.165,0.14
294.61,277.67,10,7.8,0.165,0.14
294.61,277.67,15,7.8,0.165,0.14
294.61,277.67,20,7.8,0.165,0.14
294.61,277.67,25,7.8,0.165,0.14
294.61,277.67,30,7.8,0.165,0.14
294.61,277.67,35,7.8,0.165,0.14
294.05,277.67,0,8.0,0.165,0.14
294.05,277.67,5,8.0,0.165,0.14
294.05,277.67,10,8.0,0.165,0.14
294.05,277.67,15,8.0,0.165,0.14
294.05,277.67,20,8.0,0.165,0.14
294.05,277.67,25,8.0,0.165,0.14
294.05,277.67,30,8.0,0.165,0.14
294.05,277.67,35,8.0,0.165,0.14
293.52,277.67,0,8.2,0.165,0.14
293.52,277.67,5,8.2,0.165,0.14
293.52,277.67,10,8.2,0.165,0.14
293.52,277.67,15,8.2,0.165,0.14
293.52,277.67,20,8.2,0.165,0.14
293.52,277.67,25,8.2,0.165,0.14
293.52,277.67,30,8.2,0.165,0.14
293.52,277.67,35,8.2,0.165,0.14
293.0,277.67,0,8.4,0.165,0.14
293.0,277.67,5,8.4,0.165,0.14
293.0,277.67,10,8.4,0.165,0.14
293.0,277.67,15,8.4,0.165,0.14
293.0,277.67,20,8.4,0.165,0.14
293.0,277.67,25,8.4,0.165,0.14
293.0,277.67,30,8.4,0.165,0.14
293.0,277.67,35,8.4,0.165,0.14
292.5,277.67,0,8.6,0.165,0.14
292.5,277.67,5,8.6,0.165,0.14
292.5,277.67,10,8.6,0.165,0.14
292.5,277.67,15,8.6,0.165,0.14
292.5,277.67,20,8.6,0.165,0.14
292.5,277.67,25,8.6,0.165,0.14
292.5,277.67,30,8.6,0.165,0.14
292.5,277.67,35,8.6,0.165,0.14
292.01,277.67,0,8.8,0.165,0.14
292.01,277.67,5,8.8,0.165,0.14
292.01,277.67,10,8.8,0.165,0.14
292.01,277.67,15,8.8,0.165,0.14
292.01,277.67,20,8.8,0.165,0.14
292.01,277.67,25,8.8,0.165,0.14
292.01,277.67,30,8.8,0.165,0.14
292.01,277.67,35,8.8,0.165,0.14
291.54,277.67,0,9.0,0.165,0.14
291.54,277.67,5,9.0,0.165,0.14
291.54,277.67,10,9.0,0.165,0.14
291.54,277.67,15,9.0,0.165,0.14
291.54,277.67,20,9.0,0.165,0.14
291.54,277.67,25,9.0,0.165,0.14
291.54,277.67,30,9.0,0.165,0.14
291.54,277.67,35,9.0,0.165,0.14
291.09,277.67,0,9.2,0.165,0.14
291.09,277.67,5,9.2,0.165,0.14
291.09,277.67,10,9.2,0.165,0.14
291.09,277.67,15,9.2,0.165,0.14
291.09,277.67,20,9.2,0.165,0.14
291.09,277.67,25,9.2,0.165,0.14
291.09,277.67,30,9.2,0.165,0.14
291.09,277.67,35,9.2,0.165,0.14
290.65,277.67,0,9.4,0.165,0.14
290.65,277.67,5,9.4,0.165,0.14
290.65,277.67,10,9.4,0.165,0.14
290.65,277.67,15,9.4,0.165,0.14
290.65,277.67,20,9.4,0.165,0.14
290.65,277.67,25,9.4,0.165,0.14
290.65,277.67,30,9.4,0.165,0.14
290.65,277.67,35,9.4,0.165,0.14
290.22,277.67,0,9.6,0.165,0.14
290.22,277.67,5,9.6,0.165,0.14
290.22,277.67,10,9.6,0.165,0.14
290.22,277.67,15,9.6,0.165,0.14
290.22,277.67,20,9.6,0.165,0.14
290.22,277.67,25,9.6,0.165,0.14
290.22,277.67,30,9.6,0.165,0.14
290.22,277.67,35,9.6,0.165,0.14
289.81,277.67,0,9.8,0.165,0.14
289.81,277.67,5,9.8,0.165,0.14
289.81,277.67,10,9.8,0.165,0.14
289.81,277.67,15,9.8,0.165,0.14
289.81,277.67,20,9.8,0.165,0.14
289.81,277.67,25,9.8,0.165,0.14
289.81,277.67,30,9.8,0.165,0.14
289.81,277.67,35,9.8,0.165,0.14
309.97,275.77,0,4.0,0.17,0.14
309.97,275.77,5,4.0,0.17,0.14
309.97,275.77,10,4.0,0.17,0.14
309.97,275.77,15,4.0,0.17,0.14
309.97,275.77,20,4.0,0.17,0.14
309.97,275.77,25,4.0,0.17,0.14
309.97,275.77,30,4.0,0.17,0.14
309.97,275.77,35,4.0,0.17,0.14
308.76,275.77,0,4.2,0.17,0.14
308.76,275.77,5,4.2,0.17,0.14
308.76,275.77,10,4.2,0.17,0.14
308.76,275.77,15,4.2,0.17,0.14
308.76,275.77,20,4.2,0.17,0.14
308.76,275.77,25,4.2,0.17,0.14
308.76,275.77,30,4.2,0.17,0.14
308.76,275.77,35,4.2,0.17,0.14
307.6,275.77,0,4.4,0.17,0.14
307.6,275.77,5,4.4,0.17,0.14
307.6,275.77,10,4.4,0.17,0.14
307.6,275.77,15,4.4,0.17,0.14
307.6,275.77,20,4.4,0.17,0.14
307.6,275.77,25,4.4,0.17,0.14
307.6,275.77,30,4.4,0.17,0.14
307.6,275.77,35,4.4,0.17,0.14
306.5,275.77,0,4.6,0.17,0.14
306.5,275.77,5,4.6,0.17,0.14
306.5,275.77,10,4.6,0.17,0.14
306.5,275.77,15,4.6,0.17,0.14
306.5,275.77,20,4.6,0.17,0.14
306.5,275.77,25,4.6,0.17,0.14
306.5,275.77,30,4.6,0.17,0.14
306.5,275.77,35,4.6,0.17,0.14
305.45,275.77,0,4.8,0.17,0.14
305.45,275.77,5,4.8,0.17,0.14
305.45,275.77,10,4.8,0.17,0.14
305.45,275.77,15,4.8,0.17,0.14
305.45,275.77,20,4.8,0.17,0.14
305.45,275.77,25,4.8,0.17,0.14
305.45,275.77,30,4.8,0.17,0.14
305.45,275.77,35,4.8,0.17,0.14
304.46,275.77,0,5.0,0.17,0.14
304.46,275.77,5,5.0,0.17,0.14
304.46,275.77,10,5.0,0.17,0.14
304.46,275.77,15,5.0,0.17,0.14
304.46,275.77,20,5.0,0.17,0.14
304.46,275.77,25,5.0,0.17,0.14
304.46,275.77,30,5.0,0.17,0.14
304.46,275.77,35,5.0,0.17,0.14
303.5,275.77,0,5.2,0.17,0.14
303.5,275.77,5,5.2,0.17,0.14
303.5,275.77,10,5.2,0.17,0.14
303.5,275.77,15,5.2,0.17,0.14
303.5,275.77,20,5.2,0.17,0.14
303.5,275.77,25,5.2,0.17,0.14
303.5,275.77,30,5.2,0.17,0.14
303.5,275.77,35,5.2,0.17,0.14
302.6,275.77,0,5.4,0.17,0.14
302.6,275.77,5,5.4,0.17,0.14
302.6,275.77,10,5.4,0.17,0.14
302.6,275.77,15,5.4,0.17,0.14
302.6,275.77,20,5.4,0.17,0.14
302.6,275.77,25,5.4,0.17,0.14
302.6,275.77,30,5.4,0.17,0.14
302.6,275.77,35,5.4,0.17,0.14
301.73,275.77,0,5.6,0.17,0.14
301.73,275.77,5,5.6,0.17,0.14
301.73,275.77,10,5.6,0.17,0.14
301.73,275.77,15,5.6,0.17,0.14
301.73,275.77,20,5.6,0.17,0.14
301.73,275.77,25,5.6,0.17,0.14
301.73,275.77,30,5.6,0.17,0.14
301.73,275.77,35,5.6,0.17,0.14
300.89,275.77,0,5.8,0.17,0.14
300.89,275.77,5,5.8,0.17,0.14
300.89,275.77,10,5.8,0.17,0.14
300.89,275.77,15,5.8,0.17,0.14
300.89,275.77,20,5.8,0.17,0.14
300.89,275.77,25,5.8,0.17,0.14
300.89,275.77,30,5.8,0.17,0.14
300.89,275.77,35,5.8,0.17,0.14
300.1,275.77,0,6.0,0.17,0.14
300.1,275.77,5,6.0,0.17,0.14
300.1,275.77,10,6.0,0.17,0.14
300.1,275.77,15,6.0,0.17,0.14
300.1,275.77,20,6.0,0.17,0.14
300.1,275.77,25,6.0,0.17,0.14
300.1,275.77,30,6.0,0.17,0.14
300.1,275.77,35,6.0,0.17,0.14
299.33,275.77,0,6.2,0.17,0.14
299.33,275.77,5,6.2,0.17,0.14
299.33,275.77,10,6.2,0.17,0.14
299.33,275.77,15,6.2,0.17,0.14
299.33,275.77,20,6.2,0.17,0.14
299.33,275.77,25,6.2,0.17,0.14
299.33,275.77,30,6.2,0.17,0.14
299.33,275.77,35,6.2,0.17,0.14
298.6,275.77,0,6.4,0.17,0.14
298.6,275.77,5,6.4,0.17,0.14
298.6,275.77,10,6.4,0.17,0.14
298.6,275.77,15,6.4,0.17,0.14
298.6,275.77,20,6.4,0.17,0.14
298.6,275.77,25,6.4,0.17,0.14
298.6,275.77,30,6.4,0.17,0.14
298.6,275.77,35,6.4,0.17,0.14
297.89,275.77,0,6.6,0.17,0.14
297.89,275.77,5,6.6,0.17,0.14
297.89,275.77,10,6.6,0.17,0.14
297.89,275.77,15,6.6,0.17,0.14
297.89,275.77,20,6.6,0.17,0.14
297.89,275.77,25,6.6,0.17,0.14
297.89,275.77,30,6.6,0.17,0.14
297.89,275.77,35,6.6,0.17,0.14
297.21,275.77,0,6.8,0.17,0.14
297.21,275.77,5,6.8,0.17,0.14
297.21,275.77,10,6.8,0.17,0.14
297.21,275.77,15,6.8,0.17,0.14
297.21,275.77,20,6.8,0.17,0.14
297.21,275.77,25,6.8,0.17,0.14
297.21,275.77,30,6.8,0.17,0.14
297.21,275.77,35,6.8,0.17,0.14
296.56,275.77,0,7.0,0.17,0.14
296.56,275.77,5,7.0,0.17,0.14
296.56,275.77,10,7.0,0.17,0.14
296.56,275.77,15,7.0,0.17,0.14
296.56,275.77,20,7.0,0.17,0.14
296.56,275.77,25,7.0,0.17,0.14
296.56,275.77,30,7.0,0.17,0.14
296.56,275.77,35,7.0,0.17,0.14
295.93,275.77,0,7.2,0.17,0.14
295.93,275.77,5,7.2,0.17,0.14
295.93,275.77,10,7.2,0.17,0.14
295.93,275.77,15,7.2,0.17,0.14
295.93,275.77,20,7.2,0.17,0.14
295.93,275.77,25,7.2,0.17,0.14
295.93,275.77,30,7.2,0.17,0.14
295.93,275.77,35,7.2,0.17,0.14
295.33,275.77,0,7.4,0.17,0.14
295.33,275.77,5,7.4,0.17,0.14
295.33,275.77,10,7.4,0.17,0.14
295.33,275.77,15,7.4,0.17,0.14
295.33,275.77,20,7.4,0.17,0.14
295.33,275.77,25,7.4,0.17,0.14
295.33,275.77,30,7.4,0.17,0.14
295.33,275.77,35,7.4,0.17,0.14
294.74,275.77,0,7.6,0.17,0.14
294.74,275.77,5,7.6,0.17,0.14
294.74,275.77,10,7.6,0.17,0.14
294.74,275.77,15,7.6,0.17,0.14
294.74,275.77,20,7.6,0.17,0.14
294.74,275.77,25,7.6,0.17,0.14
294.74,275.77,30,7.6,0.17,0.14
294.74,275.77,35,7.6,0.17,0.14
294.18,275.77,0,7.8,0.17,0.14
294.18,275.77,5,7.8,0.17,0.14
294.18,275.77,10,7.8,0.17,0.14
294.18,275.77,15,7.8,0.17,0.14
294.18,275.77,20,7.8,0.17,0.14
294.18,275.77,25,7.8,0.17,0.14
294.18,275.77,30,7.8,0.17,0.14
294.18,275.77,35,7.8,0.17,0.14
293.63,275.77,0,8.0,0.17,0.14
293.63,275.77,5,8.0,0.17,0.14
293.63,275.77,10,8.0,0.17,0.14
293.63,275.77,15,8.0,0.17,0.14
293.63,275.77,20,8.0,0.17,0.14
293.63,275.77,25,8.0,0.17,0.14
293.63,275.77,30,8.0,0.17,0.14
293.63,275.77,35,8.0,0.17,0.14
293.11,275.77,0,8.2,0.17,0.14
293.11,275.77,5,8.2,0.17,0.14
293.11,275.77,10,8.2,0.17,0.14
293.11,275.77,15,8.2,0.17,0.14
293.11,275.77,20,8.2,0.17,0.14
293.11,275.77,25,8.2,0.17,0.14
293.11,275.77,30,8.2,0.17,0.14
293.11,275.77,35,8.2,0.17,0.14
292.6,275.77,0,8.4,0.17,0.14
292.6,275.77,5,8.4,0.17,0.14
292.6,275.77,10,8.4,0.17,0.14
292.6,275.77,15,8.4,0.17,0.14
292.6,275.77,20,8.4,0.17,0.14
292.6,275.77,25,8.4,0.17,0.14
292.6,275.77,30,8.4,0.17,0.14
292.6,275.77,35,8.4,0.17,0.14
292.11,275.77,0,8.6,0.17,0.14
292.11,275.77,5,8.6,0.17,0.14
292.11,275.77,10,8.6,0.17,0.14
292.11,275.77,15,8.6,0.17,0.14
292.11,275.77,20,8.6,0.17,0.14
292.11,275.77,25,8.6,0.17,0.14
292.11,275.77,30,8.6,0.17,0.14
292.11,275.77,35,8.6,0.17,0.14
291.63,275.77,0,8.8,0.17,0.14
291.63,275.77,5,8.8,0.17,0.14
