Daylight temperature [K],Night temperature [K],Heater power [W],Radiator Surface Area [m²],Emmissivity [-],Absorptivity [-]
289.83,273.94,25,4.4,0.175,0.08
289.83,273.94,30,4.4,0.175,0.08
289.83,273.94,35,4.4,0.175,0.08
289.11,273.94,0,4.6,0.175,0.08
289.11,273.94,5,4.6,0.175,0.08
289.11,273.94,10,4.6,0.175,0.08
289.11,273.94,15,4.6,0.175,0.08
289.11,273.94,20,4.6,0.175,0.08
289.11,273.94,25,4.6,0.175,0.08
289.11,273.94,30,4.6,0.175,0.08
289.11,273.94,35,4.6,0.175,0.08
288.43,273.94,0,4.8,0.175,0.08
288.43,273.94,5,4.8,0.175,0.08
288.43,273.94,10,4.8,0.175,0.08
288.43,273.94,15,4.8,0.175,0.08
288.43,273.94,20,4.8,0.175,0.08
288.43,273.94,25,4.8,0.175,0.08
288.43,273.94,30,4.8,0.175,0.08
288.43,273.94,35,4.8,0.175,0.08
287.78,273.94,0,5.0,0.175,0.08
287.78,273.94,5,5.0,0.175,0.08
287.78,273.94,10,5.0,0.175,0.08
287.78,273.94,15,5.0,0.175,0.08
287.78,273.94,20,5.0,0.175,0.08
287.78,273.94,25,5.0,0.175,0.08
287.78,273.94,30,5.0,0.175,0.08
287.78,273.94,35,5.0,0.175,0.08
287.16,273.94,0,5.2,0.175,0.08
287.16,273.94,5,5.2,0.175,0.08
287.16,273.94,10,5.2,0.175,0.08
287.16,273.94,15,5.2,0.175,0.08
287.16,273.94,20,5.2,0.175,0.08
287.16,273.94,25,5.2,0.175,0.08
287.16,273.94,30,5.2,0.175,0.08
287.16,273.94,35,5.2,0.175,0.08
286.57,273.94,0,5.4,0.175,0.08
286.57,273.94,5,5.4,0.175,0.08
286.57,273.94,10,5.4,0.175,0.08
286.57,273.94,15,5.4,0.175,0.08
286.57,273.94,20,5.4,0.175,0.08
286.57,273.94,25,5.4,0.175,0.08
286.57,273.94,30,5.4,0.175,0.08
286.57,273.94,35,5.4,0.175,0.08
286.01,273.94,0,5.6,0.175,0.08
286.01,273.94,5,5.6,0.175,0.08
286.01,273.94,10,5.6,0.175,0.08
286.01,273.94,15,5.6,0.175,0.08
286.01,273.94,20,5.6,0.175,0.08
286.01,273.94,25,5.6,0.175,0.08
286.01,273.94,30,5.6,0.175,0.08
286.01,273.94,35,5.6,0.175,0.08
285.47,273.94,0,5.8,0.175,0.08
285.47,273.94,5,5.8,0.175,0.08
285.47,273.94,10,5.8,0.175,0.08
285.47,273.94,15,5.8,0.175,0.08
285.47,273.94,20,5.8,0.175,0.08
285.47,273.94,25,5.8,0.175,0.08
285.47,273.94,30,5.8,0.175,0.08
285.47,273.94,35,5.8,0.175,0.08
284.96,273.94,0,6.0,0.175,0.08
284.96,273.94,5,6.0,0.175,0.08
284.96,273.94,10,6.0,0.175,0.08
284.96,273.94,15,6.0,0.175,0.08
284.96,273.94,20,6.0,0.175,0.08
284.96,273.94,25,6.0,0.175,0.08
284.96,273.94,30,6.0,0.175,0.08
284.96,273.94,35,6.0,0.175,0.08
284.47,273.94,0,6.2,0.175,0.08
284.47,273.94,5,6.2,0.175,0.08
284.47,273.94,10,6.2,0.175,0.08
284.47,273.94,15,6.2,0.175,0.08
284.47,273.94,20,6.2,0.175,0.08
284.47,273.94,25,6.2,0.175,0.08
284.47,273.94,30,6.2,0.175,0.08
284.47,273.94,35,6.2,0.175,0.08
283.99,273.94,0,6.4,0.175,0.08
283.99,273.94,5,6.4,0.175,0.08
283.99,273.94,10,6.4,0.175,0.08
283.99,273.94,15,6.4,0.175,0.08
283.99,273.94,20,6.4,0.175,0.08
283.99,273.94,25,6.4,0.175,0.08
283.99,273.94,30,6.4,0.175,0.08
283.99,273.94,35,6.4,0.175,0.08
283.54,273.94,0,6.6,0.175,0.08
283.54,273.94,5,6.6,0.175,0.08
283.54,273.94,10,6.6,0.175,0.08
283.54,273.94,15,6.6,0.175,0.08
283.54,273.94,20,6.6,0.175,0.08
283.54,273.94,25,6.6,0.175,0.08
283.54,273.94,30,6.6,0.175,0.08
283.54,273.94,35,6.6,0.175,0.08
283.11,273.94,0,6.8,0.175,0.08
283.11,273.94,5,6.8,0.175,0.08
283.11,273.94,10,6.8,0.175,0.08
283.11,273.94,15,6.8,0.175,0.08
283.11,273.94,20,6.8,0.175,0.08
283.11,273.94,25,6.8,0.175,0.08
283.11,273.94,30,6.8,0.175,0.08
283.11,273.94,35,6.8,0.175,0.08
282.69,273.94,0,7.0,0.175,0.08
282.69,273.94,5,7.0,0.175,0.08
282.69,273.94,10,7.0,0.175,0.08
282.69,273.94,15,7.0,0.175,0.08
282.69,273.94,20,7.0,0.175,0.08
282.69,273.94,25,7.0,0.175,0.08
282.69,273.94,30,7.0,0.175,0.08
282.69,273.94,35,7.0,0.175,0.08
282.29,273.94,0,7.2,0.175,0.08
282.29,273.94,5,7.2,0.175,0.08
282.29,273.94,10,7.2,0.175,0.08
282.29,273.94,15,7.2,0.175,0.08
282.29,273.94,20,7.2,0.175,0.08
282.29,273.94,25,7.2,0.175,0.08
282.29,273.94,30,7.2,0.175,0.08
282.29,273.94,35,7.2,0.175,0.08
281.91,273.94,0,7.4,0.175,0.08
281.91,273.94,5,7.4,0.175,0.08
281.91,273.94,10,7.4,0.175,0.08
281.91,273.94,15,7.4,0.175,0.08
281.91,273.94,20,7.4,0.175,0.08
281.91,273.94,25,7.4,0.175,0.08
281.91,273.94,30,7.4,0.175,0.08
281.91,273.94,35,7.4,0.175,0.08
281.54,273.94,0,7.6,0.175,0.08
281.54,273.94,5,7.6,0.175,0.08
281.54,273.94,10,7.6,0.175,0.08
281.54,273.94,15,7.6,0.175,0.08
281.54,273.94,20,7.6,0.175,0.08
281.54,273.94,25,7.6,0.175,0.08
281.54,273.94,30,7.6,0.175,0.08
281.54,273.94,35,7.6,0.175,0.08
281.18,273.94,0,7.8,0.175,0.08
281.18,273.94,5,7.8,0.175,0.08
281.18,273.94,10,7.8,0.175,0.08
281.18,273.94,15,7.8,0.175,0.08
281.18,273.94,20,7.8,0.175,0.08
281.18,273.94,25,7.8,0.175,0.08
281.18,273.94,30,7.8,0.175,0.08
281.18,273.94,35,7.8,0.175,0.08
280.84,273.94,0,8.0,0.175,0.08
280.84,273.94,5,8.0,0.175,0.08
280.84,273.94,10,8.0,0.175,0.08
280.84,273.94,15,8.0,0.175,0.08
280.84,273.94,20,8.0,0.175,0.08
280.84,273.94,25,8.0,0.175,0.08
280.84,273.94,30,8.0,0.175,0.08
280.84,273.94,35,8.0,0.175,0.08
280.5,273.94,0,8.2,0.175,0.08
280.5,273.94,5,8.2,0.175,0.08
280.5,273.94,10,8.2,0.175,0.08
280.5,273.94,15,8.2,0.175,0.08
280.5,273.94,20,8.2,0.175,0.08
280.5,273.94,25,8.2,0.175,0.08
280.5,273.94,30,8.2,0.175,0.08
280.5,273.94,35,8.2,0.175,0.08
280.18,273.94,0,8.4,0.175,0.08
280.18,273.94,5,8.4,0.175,0.08
280.18,273.94,10,8.4,0.175,0.08
280.18,273.94,15,8.4,0.175,0.08
280.18,273.94,20,8.4,0.175,0.08
280.18,273.94,25,8.4,0.175,0.08
280.18,273.94,30,8.4,0.175,0.08
280.18,273.94,35,8.4,0.175,0.08
279.87,273.94,0,8.6,0.175,0.08
279.87,273.94,5,8.6,0.175,0.08
279.87,273.94,10,8.6,0.175,0.08
279.87,273.94,15,8.6,0.175,0.08
279.87,273.94,20,8.6,0.175,0.08
279.87,273.94,25,8.6,0.175,0.08
279.87,273.94,30,8.6,0.175,0.08
279.87,273.94,35,8.6,0.175,0.08
279.57,273.94,0,8.8,0.175,0.08
279.57,273.94,5,8.8,0.175,0.08
279.57,273.94,10,8.8,0.175,0.08
279.57,273.94,15,8.8,0.175,0.08
279.57,273.94,20,8.8,0.175,0.08
279.57,273.94,25,8.8,0.175,0.08
279.57,273.94,30,8.8,0.175,0.08
279.57,273.94,35,8.8,0.175,0.08
279.28,273.94,0,9.0,0.175,0.08
279.28,273.94,5,9.0,0.175,0.08
279.28,273.94,10,9.0,0.175,0.08
279.28,273.94,15,9.0,0.175,0.08
279.28,273.94,20,9.0,0.175,0.08
279.28,273.94,25,9.0,0.175,0.08
279.28,273.94,30,9.0,0.175,0.08
279.28,273.94,35,9.0,0.175,0.08
279.0,273.94,0,9.2,0.175,0.08
279.0,273.94,5,9.2,0.175,0.08
279.0,273.94,10,9.2,0.175,0.08
279.0,273.94,15,9.2,0.175,0.08
279.0,273.94,20,9.2,0.175,0.08
279.0,273.94,25,9.2,0.175,0.08
279.0,273.94,30,9.2,0.175,0.08
279.0,273.94,35,9.2,0.175,0.08
278.73,273.94,0,9.4,0.175,0.08
278.73,273.94,5,9.4,0.175,0.08
278.73,273.94,10,9.4,0.175,0.08
278.73,273.94,15,9.4,0.175,0.08
278.73,273.94,20,9.4,0.175,0.08
278.73,273.94,25,9.4,0.175,0.08
278.73,273.94,30,9.4,0.175,0.08
278.73,273.94,35,9.4,0.175,0.08
278.47,273.94,0,9.6,0.175,0.08
278.47,273.94,5,9.6,0.175,0.08
278.47,273.94,10,9.6,0.175,0.08
278.47,273.94,15,9.6,0.175,0.08
278.47,273.94,20,9.6,0.175,0.08
278.47,273.94,25,9.6,0.175,0.08
278.47,273.94,30,9.6,0.175,0.08
278.47,273.94,35,9.6,0.175,0.08
278.22,273.94,0,9.8,0.175,0.08
278.22,273.94,5,9.8,0.175,0.08
278.22,273.94,10,9.8,0.175,0.08
278.22,273.94,15,9.8,0.175,0.08
278.22,273.94,20,9.8,0.175,0.08
278.22,273.94,25,9.8,0.175,0.08
278.22,273.94,30,9.8,0.175,0.08
278.22,273.94,35,9.8,0.175,0.08
309.31,272.18,0,1.2,0.18,0.08
309.31,272.18,5,1.2,0.18,0.08
309.31,272.18,10,1.2,0.18,0.08
309.31,272.18,15,1.2,0.18,0.08
309.31,272.18,20,1.2,0.18,0.08
309.31,272.18,25,1.2,0.18,0.08
309.31,272.18,30,1.2,0.18,0.08
309.31,272.18,35,1.2,0.18,0.08
307.2,272.18,0,1.4,0.18,0.08
307.2,272.18,5,1.4,0.18,0.08
307.2,272.18,10,1.4,0.18,0.08
307.2,272.18,15,1.4,0.18,0.08
307.2,272.18,20,1.4,0.18,0.08
307.2,272.18,25,1.4,0.18,0.08
307.2,272.18,30,1.4,0.18,0.08
307.2,272.18,35,1.4,0.18,0.08
305.28,272.18,0,1.6,0.18,0.08
305.28,272.18,5,1.6,0.18,0.08
305.28,272.18,10,1.6,0.18,0.08
305.28,272.18,15,1.6,0.18,0.08
305.28,272.18,20,1.6,0.18,0.08
305.28,272.18,25,1.6,0.18,0.08
305.28,272.18,30,1.6,0.18,0.08
305.28,272.18,35,1.6,0.18,0.08
303.51,272.18,0,1.8,0.18,0.08
303.51,272.18,5,1.8,0.18,0.08
303.51,272.18,10,1.8,0.18,0.08
303.51,272.18,15,1.8,0.18,0.08
303.51,272.18,20,1.8,0.18,0.08
303.51,272.18,25,1.8,0.18,0.08
303.51,272.18,30,1.8,0.18,0.08
303.51,272.18,35,1.8,0.18,0.08
301.89,272.18,0,2.0,0.18,0.08
301.89,272.18,5,2.0,0.18,0.08
301.89,272.18,10,2.0,0.18,0.08
301.89,272.18,15,2.0,0.18,0.08
301.89,272.18,20,2.0,0.18,0.08
301.89,272.18,25,2.0,0.18,0.08
301.89,272.18,30,2.0,0.18,0.08
301.89,272.18,35,2.0,0.18,0.08
300.39,272.18,0,2.2,0.18,0.08
300.39,272.18,5,2.2,0.18,0.08
300.39,272.18,10,2.2,0.18,0.08
300.39,272.18,15,2.2,0.18,0.08
300.39,272.18,20,2.2,0.18,0.08
300.39,272.18,25,2.2,0.18,0.08
300.39,272.18,30,2.2,0.18,0.08
300.39,272.18,35,2.2,0.18,0.08
299.0,272.18,0,2.4,0.18,0.08
299.0,272.18,5,2.4,0.18,0.08
299.0,272.18,10,2.4,0.18,0.08
299.0,272.18,15,2.4,0.18,0.08
299.0,272.18,20,2.4,0.18,0.08
299.0,272.18,25,2.4,0.18,0.08
299.0,272.18,30,2.4,0.18,0.08
299.0,272.18,35,2.4,0.18,0.08
297.71,272.18,0,2.6,0.18,0.08
297.71,272.18,5,2.6,0.18,0.08
297.71,272.18,10,2.6,0.18,0.08
297.71,272.18,15,2.6,0.18,0.08
297.71,272.18,20,2.6,0.18,0.08
297.71,272.18,25,2.6,0.18,0.08
297.71,272.18,30,2.6,0.18,0.08
297.71,272.18,35,2.6,0.18,0.08
296.51,272.18,0,2.8,0.18,0.08
296.51,272.18,5,2.8,0.18,0.08
296.51,272.18,10,2.8,0.18,0.08
296.51,272.18,15,2.8,0.18,0.08
296.51,272.18,20,2.8,0.18,0.08
296.51,272.18,25,2.8,0.18,0.08
296.51,272.18,30,2.8,0.18,0.08
296.51,272.18,35,2.8,0.18,0.08
295.38,272.18,0,3.0,0.18,0.08
295.38,272.18,5,3.0,0.18,0.08
295.38,272.18,10,3.0,0.18,0.08
295.38,272.18,15,3.0,0.18,0.08
295.38,272.18,20,3.0,0.18,0.08
295.38,272.18,25,3.0,0.18,0.08
295.38,272.18,30,3.0,0.18,0.08
295.38,272.18,35,3.0,0.18,0.08
294.33,272.18,0,3.2,0.18,0.08
294.33,272.18,5,3.2,0.18,0.08
294.33,272.18,10,3.2,0.18,0.08
294.33,272.18,15,3.2,0.18,0.08
294.33,272.18,20,3.2,0.18,0.08
294.33,272.18,25,3.2,0.18,0.08
294.33,272.18,30,3.2,0.18,0.08
294.33,272.18,35,3.2,0.18,0.08
293.35,272.18,0,3.4,0.18,0.08
293.35,272.18,5,3.4,0.18,0.08
293.35,272.18,10,3.4,0.18,0.08
293.35,272.18,15,3.4,0.18,0.08
293.35,272.18,20,3.4,0.18,0.08
293.35,272.18,25,3.4,0.18,0.08
293.35,272.18,30,3.4,0.18,0.08
293.35,272.18,35,3.4,0.18,0.08
292.42,272.18,0,3.6,0.18,0.08
292.42,272.18,5,3.6,0.18,0.08
292.42,272.18,10,3.6,0.18,0.08
292.42,272.18,15,3.6,0.18,0.08
292.42,272.18,20,3.6,0.18,0.08
292.42,272.18,25,3.6,0.18,0.08
292.42,272.18,30,3.6,0.18,0.08
292.42,272.18,35,3.6,0.18,0.08
291.54,272.18,0,3.8,0.18,0.08
291.54,272.18,5,3.8,0.18,0.08
291.54,272.18,10,3.8,0.18,0.08
291.54,272.18,15,3.8,0.18,0.08
291.54,272.18,20,3.8,0.18,0.08
291.54,272.18,25,3.8,0.18,0.08
291.54,272.18,30,3.8,0.18,0.08
291.54,272.18,35,3.8,0.18,0.08
290.72,272.18,0,4.0,0.18,0.08
290.72,272.18,5,4.0,0.18,0.08
290.72,272.18,10,4.0,0.18,0.08
290.72,272.18,15,4.0,0.18,0.08
290.72,272.18,20,4.0,0.18,0.08
290.72,272.18,25,4.0,0.18,0.08
290.72,272.18,30,4.0,0.18,0.08
290.72,272.18,35,4.0,0.18,0.08
289.94,272.18,0,4.2,0.18,0.08
289.94,272.18,5,4.2,0.18,0.08
289.94,272.18,10,4.2,0.18,0.08
289.94,272.18,15,4.2,0.18,0.08
289.94,272.18,20,4.2,0.18,0.08
289.94,272.18,25,4.2,0.18,0.08
289.94,272.18,30,4.2,0.18,0.08
289.94,272.18,35,4.2,0.18,0.08
289.2,272.18,0,4.4,0.18,0.08
289.2,272.18,5,4.4,0.18,0.08
289.2,272.18,10,4.4,0.18,0.08
289.2,272.18,15,4.4,0.18,0.08
289.2,272.18,20,4.4,0.18,0.08
289.2,272.18,25,4.4,0.18,0.08
289.2,272.18,30,4.4,0.18,0.08
289.2,272.18,35,4.4,0.18,0.08
288.5,272.18,0,4.6,0.18,0.08
288.5,272.18,5,4.6,0.18,0.08
288.5,272.18,10,4.6,0.18,0.08
288.5,272.18,15,4.6,0.18,0.08
288.5,272.18,20,4.6,0.18,0.08
288.5,272.18,25,4.6,0.18,0.08
288.5,272.18,30,4.6,0.18,0.08
288.5,272.18,35,4.6,0.18,0.08
287.84,272.18,0,4.8,0.18,0.08
287.84,272.18,5,4.8,0.18,0.08
287.84,272.18,10,4.8,0.18,0.08
287.84,272.18,15,4.8,0.18,0.08
287.84,272.18,20,4.8,0.18,0.08
287.84,272.18,25,4.8,0.18,0.08
287.84,272.18,30,4.8,0.18,0.08
287.84,272.18,35,4.8,0.18,0.08
287.21,272.18,0,5.0,0.18,0.08
287.21,272.18,5,5.0,0.18,0.08
287.21,272.18,10,5.0,0.18,0.08
287.21,272.18,15,5.0,0.18,0.08
287.21,272.18,20,5.0,0.18,0.08
287.21,272.18,25,5.0,0.18,0.08
287.21,272.18,30,5.0,0.18,0.08
287.21,272.18,35,5.0,0.18,0.08
286.6,272.18,0,5.2,0.18,0.08
286.6,272.18,5,5.2,0.18,0.08
286.6,272.18,10,5.2,0.18,0.08
286.6,272.18,15,5.2,0.18,0.08
286.6,272.18,20,5.2,0.18,0.08
286.6,272.18,25,5.2,0.18,0.08
286.6,272.18,30,5.2,0.18,0.08
286.6,272.18,35,5.2,0.18,0.08
286.03,272.18,0,5.4,0.18,0.08
286.03,272.18,5,5.4,0.18,0.08
286.03,272.18,10,5.4,0.18,0.08
286.03,272.18,15,5.4,0.18,0.08
286.03,272.18,20,5.4,0.18,0.08
286.03,272.18,25,5.4,0.18,0.08
286.03,272.18,30,5.4,0.18,0.08
286.03,272.18,35,5.4,0.18,0.08
285.48,272.18,0,5.6,0.18,0.08
285.48,272.18,5,5.6,0.18,0.08
285.48,272.18,10,5.6,0.18,0.08
285.48,272.18,15,5.6,0.18,0.08
285.48,272.18,20,5.6,0.18,0.08
285.48,272.18,25,5.6,0.18,0.08
285.48,272.18,30,5.6,0.18,0.08
285.48,272.18,35,5.6,0.18,0.08
284.96,272.18,0,5.8,0.18,0.08
284.96,272.18,5,5.8,0.18,0.08
284.96,272.18,10,5.8,0.18,0.08
284.96,272.18,15,5.8,0.18,0.08
284.96,272.18,20,5.8,0.18,0.08
284.96,272.18,25,5.8,0.18,0.08
284.96,272.18,30,5.8,0.18,0.08
284.96,272.18,35,5.8,0.18,0.08
284.46,272.18,0,6.0,0.18,0.08
284.46,272.18,5,6.0,0.18,0.08
284.46,272.18,10,6.0,0.18,0.08
284.46,272.18,15,6.0,0.18,0.08
284.46,272.18,20,6.0,0.18,0.08
284.46,272.18,25,6.0,0.18,0.08
284.46,272.18,30,6.0,0.18,0.08
284.46,272.18,35,6.0,0.18,0.08
283.98,272.18,0,6.2,0.18,0.08
283.98,272.18,5,6.2,0.18,0.08
283.98,272.18,10,6.2,0.18,0.08
283.98,272.18,15,6.2,0.18,0.08
283.98,272.18,20,6.2,0.18,0.08
283.98,272.18,25,6.2,0.18,0.08
283.98,272.18,30,6.2,0.18,0.08
283.98,272.18,35,6.2,0.18,0.08
283.52,272.18,0,6.4,0.18,0.08
283.52,272.18,5,6.4,0.18,0.08
283.52,272.18,10,6.4,0.18,0.08
283.52,272.18,15,6.4,0.18,0.08
283.52,272.18,20,6.4,0.18,0.08
283.52,272.18,25,6.4,0.18,0.08
283.52,272.18,30,6.4,0.18,0.08
283.52,272.18,35,6.4,0.18,0.08
283.08,272.18,0,6.6,0.18,0.08
283.08,272.18,5,6.6,0.18,0.08
283.08,272.18,10,6.6,0.18,0.08
283.08,272.18,15,6.6,0.18,0.08
283.08,272.18,20,6.6,0.18,0.08
283.08,272.18,25,6.6,0.18,0.08
283.08,272.18,30,6.6,0.18,0.08
283.08,272.18,35,6.6,0.18,0.08
282.66,272.18,0,6.8,0.18,0.08
282.66,272.18,5,6.8,0.18,0.08
282.66,272.18,10,6.8,0.18,0.08
282.66,272.18,15,6.8,0.18,0.08
282.66,272.18,20,6.8,0.18,0.08
282.66,272.18,25,6.8,0.18,0.08
282.66,272.18,30,6.8,0.18,0.08
282.66,272.18,35,6.8,0.18,0.08
282.26,272.18,0,7.0,0.18,0.08
282.26,272.18,5,7.0,0.18,0.08
282.26,272.18,10,7.0,0.18,0.08
282.26,272.18,15,7.0,0.18,0.08
282.26,272.18,20,7.0,0.18,0.08
282.26,272.18,25,7.0,0.18,0.08
282.26,272.18,30,7.0,0.18,0.08
282.26,272.18,35,7.0,0.18,0.08
281.87,272.18,0,7.2,0.18,0.08
281.87,272.18,5,7.2,0.18,0.08
281.87,272.18,10,7.2,0.18,0.08
281.87,272.18,15,7.2,0.18,0.08
281.87,272.18,20,7.2,0.18,0.08
281.87,272.18,25,7.2,0.18,0.08
281.87,272.18,30,7.2,0.18,0.08
281.87,272.18,35,7.2,0.18,0.08
281.49,272.18,0,7.4,0.18,0.08
281.49,272.18,5,7.4,0.18,0.08
281.49,272.18,10,7.4,0.18,0.08
281.49,272.18,15,7.4,0.18,0.08
281.49,272.18,20,7.4,0.18,0.08
281.49,272.18,25,7.4,0.18,0.08
281.49,272.18,30,7.4,0.18,0.08
281.49,272.18,35,7.4,0.18,0.08
281.13,272.18,0,7.6,0.18,0.08
281.13,272.18,5,7.6,0.18,0.08
281.13,272.18,10,7.6,0.18,0.08
281.13,272.18,15,7.6,0.18,0.08
281.13,272.18,20,7.6,0.18,0.08
281.13,272.18,25,7.6,0.18,0.08
281.13,272.18,30,7.6,0.18,0.08
281.13,272.18,35,7.6,0.18,0.08
280.78,272.18,0,7.8,0.18,0.08
280.78,272.18,5,7.8,0.18,0.08
280.78,272.18,10,7.8,0.18,0.08
280.78,272.18,15,7.8,0.18,0.08
280.78,272.18,20,7.8,0.18,0.08
280.78,272.18,25,7.8,0.18,0.08
280.78,272.18,30,7.8,0.18,0.08
280.78,272.18,35,7.8,0.18,0.08
280.45,272.18,0,8.0,0.18,0.08
280.45,272.18,5,8.0,0.18,0.08
280.45,272.18,10,8.0,0.18,0.08
280.45,272.18,15,8.0,0.18,0.08
280.45,272.18,20,8.0,0.18,0.08
280.45,272.18,25,8.0,0.18,0.08
280.45,272.18,30,8.0,0.18,0.08
280.45,272.18,35,8.0,0.18,0.08
280.12,272.18,0,8.2,0.18,0.08
280.12,272.18,5,8.2,0.18,0.08
280.12,272.18,10,8.2,0.18,0.08
280.12,272.18,15,8.2,0.18,0.08
280.12,272.18,20,8.2,0.18,0.08
280.12,272.18,25,8.2,0.18,0.08
280.12,272.18,30,8.2,0.18,0.08
280.12,272.18,35,8.2,0.18,0.08
279.81,272.18,0,8.4,0.18,0.08
279.81,272.18,5,8.4,0.18,0.08
279.81,272.18,10,8.4,0.18,0.08
279.81,272.18,15,8.4,0.18,0.08
279.81,272.18,20,8.4,0.18,0.08
279.81,272.18,25,8.4,0.18,0.08
279.81,272.18,30,8.4,0.18,0.08
279.81,272.18,35,8.4,0.18,0.08
279.51,272.18,0,8.6,0.18,0.08
279.51,272.18,5,8.6,0.18,0.08
279.51,272.18,10,8.6,0.18,0.08
279.51,272.18,15,8.6,0.18,0.08
279.51,272.18,20,8.6,0.18,0.08
279.51,272.18,25,8.6,0.18,0.08
279.51,272.18,30,8.6,0.18,0.08
279.51,272.18,35,8.6,0.18,0.08
279.21,272.18,0,8.8,0.18,0.08
279.21,272.18,5,8.8,0.18,0.08
279.21,272.18,10,8.8,0.18,0.08
279.21,272.18,15,8.8,0.18,0.08
279.21,272.18,20,8.8,0.18,0.08
279.21,272.18,25,8.8,0.18,0.08
279.21,272.18,30,8.8,0.18,0.08
279.21,272.18,35,8.8,0.18,0.08
278.93,272.18,0,9.0,0.18,0.08
278.93,272.18,5,9.0,0.18,0.08
278.93,272.18,10,9.0,0.18,0.08
278.93,272.18,15,9.0,0.18,0.08
278.93,272.18,20,9.0,0.18,0.08
278.93,272.18,25,9.0,0.18,0.08
278.93,272.18,30,9.0,0.18,0.08
278.93,272.18,35,9.0,0.18,0.08
278.66,272.18,0,9.2,0.18,0.08
278.66,272.18,5,9.2,0.18,0.08
278.66,272.18,10,9.2,0.18,0.08
278.66,272.18,15,9.2,0.18,0.08
278.66,272.18,20,9.2,0.18,0.08
278.66,272.18,25,9.2,0.18,0.08
278.66,272.18,30,9.2,0.18,0.08
278.66,272.18,35,9.2,0.18,0.08
278.39,272.18,0,9.4,0.18,0.08
278.39,272.18,5,9.4,0.18,0.08
278.39,272.18,10,9.4,0.18,0.08
278.39,272.18,15,9.4,0.18,0.08
278.39,272.18,20,9.4,0.18,0.08
278.39,272.18,25,9.4,0.18,0.08
278.39,272.18,30,9.4,0.18,0.08
278.39,272.18,35,9.4,0.18,0.08
278.14,272.18,0,9.6,0.18,0.08
278.14,272.18,5,9.6,0.18,0.08
278.14,272.18,10,9.6,0.18,0.08
278.14,272.18,15,9.6,0.18,0.08
278.14,272.18,20,9.6,0.18,0.08
278.14,272.18,25,9.6,0.18,0.08
278.14,272.18,30,9.6,0.18,0.08
278.14,272.18,35,9.6,0.18,0.08
277.89,272.18,0,9.8,0.18,0.08
277.89,272.18,5,9.8,0.18,0.08
277.89,272.18,10,9.8,0.18,0.08
277.89,272.18,15,9.8,0.18,0.08
277.89,272.18,20,9.8,0.18,0.08
277.89,272.18,25,9.8,0.18,0.08
277.89,272.18,30,9.8,0.18,0.08
277.89,272.18,35,9.8,0.18,0.08
310.24,270.48,0,1.0,0.185,0.08
310.24,270.48,5,1.0,0.185,0.08
310.24,270.48,10,1.0,0.185,0.08
310.24,270.48,15,1.0,0.185,0.08
310.24,270.48,20,1.0,0.185,0.08
310.24,270.48,25,1.0,0.185,0.08
310.24,270.48,30,1.0,0.185,0.08
310.24,270.48,35,1.0,0.185,0.08
308.01,270.48,0,1.2,0.185,0.08
308.01,270.48,5,1.2,0.185,0.08
308.01,270.48,10,1.2,0.185,0.08
308.01,270.48,15,1.2,0.185,0.08
308.01,270.48,20,1.2,0.185,0.08
308.01,270.48,25,1.2,0.185,0.08
308.01,270.48,30,1.2,0.185,0.08
308.01,270.48,35,1.2,0.185,0.08
305.98,270.48,0,1.4,0.185,0.08
305.98,270.48,5,1.4,0.185,0.08
305.98,270.48,10,1.4,0.185,0.08
305.98,270.48,15,1.4,0.185,0.08
305.98,270.48,20,1.4,0.185,0.08
305.98,270.48,25,1.4,0.185,0.08
305.98,270.48,30,1.4,0.185,0.08
305.98,270.48,35,1.4,0.185,0.08
304.13,270.48,0,1.6,0.185,0.08
304.13,270.48,5,1.6,0.185,0.08
304.13,270.48,10,1.6,0.185,0.08
304.13,270.48,15,1.6,0.185,0.08
304.13,270.48,20,1.6,0.185,0.08
304.13,270.48,25,1.6,0.185,0.08
304.13,270.48,30,1.6,0.185,0.08
304.13,270.48,35,1.6,0.185,0.08
302.43,270.48,0,1.8,0.185,0.08
302.43,270.48,5,1.8,0.185,0.08
302.43,270.48,10,1.8,0.185,0.08
302.43,270.48,15,1.8,0.185,0.08
302.43,270.48,20,1.8,0.185,0.08
302.43,270.48,25,1.8,0.185,0.08
302.43,270.48,30,1.8,0.185,0.08
302.43,270.48,35,1.8,0.185,0.08
300.86,270.48,0,2.0,0.185,0.08
300.86,270.48,5,2.0,0.185,0.08
300.86,270.48,10,2.0,0.185,0.08
300.86,270.48,15,2.0,0.185,0.08
300.86,270.48,20,2.0,0.185,0.08
300.86,270.48,25,2.0,0.185,0.08
300.86,270.48,30,2.0,0.185,0.08
300.86,270.48,35,2.0,0.185,0.08
299.41,270.48,0,2.2,0.185,0.08
299.41,270.48,5,2.2,0.185,0.08
299.41,270.48,10,2.2,0.185,0.08
299.41,270.48,15,2.2,0.185,0.08
299.41,270.48,20,2.2,0.185,0.08
299.41,270.48,25,2.2,0.185,0.08
299.41,270.48,30,2.2,0.185,0.08
299.41,270.48,35,2.2,0.185,0.08
298.07,270.48,0,2.4,0.185,0.08
298.07,270.48,5,2.4,0.185,0.08
298.07,270.48,10,2.4,0.185,0.08
298.07,270.48,15,2.4,0.185,0.08
298.07,270.48,20,2.4,0.185,0.08
298.07,270.48,25,2.4,0.185,0.08
